WormBase Gene ID	Public Name	Biotype	Expr_pattern Tissue	Genomic Study Tissue	Putative match?
WBGene00018986	cdo-1	protein_coding_gene	"hypodermis, intestine, tail"	"germline precursor cell, hypodermis, intestine"	Yes
WBGene00019011	F57C9.4	protein_coding_gene	"developing hermaphrodite gonad, gonad, hypodermis, intestine"	germ line	Yes
WBGene00019013	tofu-4	protein_coding_gene	germ cell	"germ line, germline precursor cell"	Yes
WBGene00019017	F57F4.4	protein_coding_gene	intestine	"head mesodermal cell, intestine, pharyngeal muscle cell, Psub1"	Yes
WBGene00019060	acox-3	protein_coding_gene	intestinal cell	"intestine, pharyngeal muscle cell"	Yes
WBGene00019289	kcc-3	protein_coding_gene	"amphid sheath cell, cephalic sheath cell, head, neuronal sheath cell, phasmid sheath cell, socket cell, tail"	"amphid sheath cell, cephalic sheath cell, CEPshDL, CEPshDR, CEPshVL, CEPshVR, male, male-specific anatomical entity"	Yes
WBGene00019376	lipl-4	protein_coding_gene	"intestine, seam cell"	intestine	Yes
WBGene00019464	K07B1.4	protein_coding_gene	"body wall musculature, intestine, rectal gland cell"	"germ line, intestine, muscle cell, somatic gonad precursor"	Yes
WBGene00019473	cyp-35A5	protein_coding_gene	intestine	intestine	Yes
WBGene00019492	K07E3.4	protein_coding_gene	"hypodermis, intestine, pharynx"	"coelomocyte, germ line, intestine"	Yes
WBGene00019608	ani-2	protein_coding_gene	germ line	"germ line, germline precursor cell, pharyngeal muscle cell"	Yes
WBGene00019617	ctsa-2	protein_coding_gene	intestine	"head mesodermal cell, intestine"	Yes
WBGene00019620	fah-1	protein_coding_gene	"hypodermis, intestine"	intestine	Yes
WBGene00019629	cid-1	protein_coding_gene	"germ line, intestine"	"germ line, germline precursor cell, intestine"	Yes
WBGene00019667	spe-49	protein_coding_gene	sperm	"germ line, male"	Yes
WBGene00019682	K12H4.7	protein_coding_gene	intestine	"head mesodermal cell, intestine, pharyngeal muscle cell"	Yes
WBGene00019717	trx-3	protein_coding_gene	intestine	"head mesodermal cell, intestine"	Yes
WBGene00019763	galt-1	protein_coding_gene	"coelomocyte, intestine"	"coelomocyte, intestine"	Yes
WBGene00019811	egg-2	protein_coding_gene	germ line	"EMS, germ line, germline precursor cell, head mesodermal cell, hypodermis, pharyngeal muscle cell, Psub1"	Yes
WBGene00019819	aass-1	protein_coding_gene	"gonadal sheath cell, hypodermal cell"	"germ line, hypodermis"	Yes
WBGene00019864	ceh-93	protein_coding_gene	"body wall musculature, intestine, seam cell"	"body wall muscle cell, hypodermis, intestine"	Yes
WBGene00019963	R08E5.3	protein_coding_gene	intestine	"germline precursor cell, intestine, male-specific anatomical entity"	Yes
WBGene00020035	egg-5	protein_coding_gene	oocyte	"germ line, germline precursor cell, head mesodermal cell, intestine"	Yes
WBGene00020062	nhr-270	protein_coding_gene	seam cell	hypodermis	Yes
WBGene00020068	cra-1	protein_coding_gene	"body wall musculature, intestine, reproductive system, vulval muscle"	"body wall muscle cell, germ line, intestine, somatic gonad precursor"	Yes
WBGene00020091	rnp-8	protein_coding_gene	"germ line, oocyte"	"germ line, germline precursor cell, head mesodermal cell"	Yes
WBGene00020117	R155.3	protein_coding_gene	gonad	"germ line, male"	Yes
WBGene00020155	T02B11.3	protein_coding_gene	"amphid sheath cell, AMshL, AMshR, phasmid sheath cell"	amphid sheath cell	Yes
WBGene00020187	gsp-4	protein_coding_gene	"anal sphincter muscle, germ line, ILsoDL, ILsoVL, intestine, sperm"	"germ line, intestine, male, muscle cell"	Yes
WBGene00020191	clec-53	protein_coding_gene	intestine	"intestine, male-specific anatomical entity"	Yes
WBGene00020201	T04A6.2	protein_coding_gene	"reproductive system, spermatheca"	"germline precursor cell, gon_male_dtc anterior, gon_male_dtc posterior, male, male-specific anatomical entity, somatic gonad precursor, Z1, Z1.p, Z4, Z4.a"	Yes
WBGene00020286	gtsf-1	protein_coding_gene	germ line	germ line	Yes
WBGene00020466	sld-2	protein_coding_gene	germ line	"germ line, gon_male_dtc anterior, gon_male_dtc posterior, hypodermis, Z1.p, Z4.a"	Yes
WBGene00020532	math-42	protein_coding_gene	intestine	intestine	Yes
WBGene00020588	T19H12.2	protein_coding_gene	germ line	"germ line, germline precursor cell, head mesodermal cell"	Yes
WBGene00020600	trd-1	protein_coding_gene	"anchor cell, distal tip cell, gonadal primordium, seam cell, spermatheca, vulval precursor cell"	"body wall muscle cell, germ line, germline precursor cell"	Yes
WBGene00020661	smz-2	protein_coding_gene	sperm	"germ line, hermaphrodite-specific anatomical entity, male, male-specific anatomical entity"	Yes
WBGene00020687	ruvb-2	protein_coding_gene	gonad	"germ line, hermaphrodite-specific anatomical entity, muscle cell, somatic gonad precursor"	Yes
WBGene00020693	lron-8	protein_coding_gene	"body wall musculature, head muscle, hypodermis, pharynx, rectal gland cell"	"body wall muscle cell, body wall musculature, hypodermis, somatic gonad precursor"	Yes
WBGene00020784	tat-4	protein_coding_gene	"anterior gonad arm, intestine, pharyngeal-intestinal valve, rectal gland cell, spermatheca, uterus"	"intestine, muscle cell"	Yes
WBGene00020847	cgr-1	protein_coding_gene	intestine	intestine	Yes
WBGene00020884	T28B4.1	protein_coding_gene	"body wall musculature, M.vlpaaapa, M.vlpaaapp, M.vlpaapaa, M.vlpaapap, M.vrpaaapa, M.vrpaaapp, M.vrpaapaa, M.vrpaapap"	"body wall muscle cell, coelomocyte, head mesodermal cell, muscle cell"	Yes
WBGene00020906	T28H11.8	protein_coding_gene	excretory cell	excretory cell	Yes
WBGene00020911	cpt-6	protein_coding_gene	hypodermis	"hypodermis, somatic gonad precursor"	Yes
WBGene00021058	vps-18	protein_coding_gene	"body wall musculature, coelomocyte, gonadal sheath cell, hypodermis, intestine, spermatheca"	"CEPshDL, CEPshDR, CEPshVL, CEPshVR, germ line, germline precursor cell, intestine"	Yes
WBGene00021270	pid-3	protein_coding_gene	germ line	"germ line, germline precursor cell, somatic gonad precursor"	Yes
WBGene00021282	set-21	protein_coding_gene	"germ line, hypodermis"	"germ line, gon_male_dtc anterior, gon_male_dtc posterior, Z1.p, Z4.a"	Yes
WBGene00021296	Y25C1A.13	protein_coding_gene	intestine	"intestine, muscle cell, somatic gonad precursor"	Yes
WBGene00021391	smut-1	protein_coding_gene	"embryonic cell, germ cell"	germ line	Yes
WBGene00021797	plep-1	protein_coding_gene	excretory cell	excretory cell	Yes
WBGene00021952	vha-19	protein_coding_gene	"excretory canal, excretory cell, hypodermis, intestine, pharynx, vulva"	excretory cell	Yes
WBGene00022034	deps-1	protein_coding_gene	"germ line, oocyte"	"body wall muscle cell, germ line, germline precursor cell, head mesodermal cell, hypodermis"	Yes
WBGene00022076	daao-1	protein_coding_gene	intestinal cell	intestine	Yes
WBGene00022224	set-28	protein_coding_gene	germ line	germline precursor cell	Yes
WBGene00022286	rga-4	protein_coding_gene	"embryonic cell, germ line"	"germ line, head mesodermal cell"	Yes
WBGene00022371	set-29	protein_coding_gene	"germ line, hypodermis, intestine, muscle cell"	"germ line, hypodermis"	Yes
WBGene00022381	ubxn-2	protein_coding_gene	"body wall musculature, Cell, gonad, intestine, pharynx, spermatocyte"	germ line	Yes
WBGene00022554	duxl-1	protein_coding_gene	"coelomocyte, excretory cell, germ line, gonad, hypodermis, intestine, spermatheca"	"body wall muscle cell, coelomocyte, germ line, gon_male_dtc anterior, gon_male_dtc posterior, hypodermis, intestine, somatic gonad precursor, Z1, Z1.p, Z4, Z4.a"	Yes
WBGene00022743	mlt-7	protein_coding_gene	"hyp3, hyp4, hyp5, hyp6, hyp7 syncytium, seam cell"	"germline precursor cell, hypodermis"	Yes
WBGene00022750	tres-1	protein_coding_gene	gonad	"germ line, somatic gonad precursor"	Yes
WBGene00022781	pmt-1	protein_coding_gene	"hypodermis, seam cell"	"hypodermis, intestine, somatic gonad precursor"	Yes
WBGene00022801	pcp-5	protein_coding_gene	body wall musculature	"body wall muscle cell, muscle cell"	Yes
WBGene00022827	ZK816.4	protein_coding_gene	pharynx	"intestine, pharynx"	Yes
WBGene00043067	dlc-5	protein_coding_gene	pharynx	pharyngeal muscle cell	Yes
WBGene00044069	hat-1	protein_coding_gene	"coelomocyte, germ line"	"germ line, somatic gonad precursor"	Yes
WBGene00077766	rgba-1	protein_coding_gene	"cephalic sheath cell, intestine, ray, ray structural cell, socket cell"	intestine	Yes
WBGene00194892	dsb-2	protein_coding_gene	"germ cell, gonad"	"germ line, head mesodermal cell"	Yes
WBGene00219649	linc-55	lincRNA_gene	muscle cell	"head mesodermal cell, muscle cell"	Yes
WBGene00004960	spe-6	protein_coding_gene	sperm	"germ line, germline precursor cell, male"	"rtPCR, not fluorescence"
WBGene00004420	rpl-9	protein_coding_gene	"body wall musculature, excretory cell, intestine, pharynx, tail"	"germ line, intestine, somatic gonad precursor"	Probably widely expressed
WBGene00011083	glo-1	protein_coding_gene	intestine	intestine	Personal correspondence says this is wrong
WBGene00004915	snr-2	protein_coding_gene	gonad	"germ line, somatic gonad precursor"	Not well described
WBGene00004916	snr-3	protein_coding_gene	gonad	"germ line, somatic gonad precursor"	Not well described
WBGene00000023	abt-5	protein_coding_gene	"head, intestine, rectal gland cell"	male	No
WBGene00000030	abu-7	protein_coding_gene	grinder	pharynx	No
WBGene00000041	aco-2	protein_coding_gene	Cell	"germ line, intestine, muscle cell"	No
WBGene00000168	apx-1	protein_coding_gene	"AB, ABa, ABal, ABar, ABp, ABpl, ABpr, C, E, EMS, gonad, gonadal sheath cell, hypodermal cell, MS, P0, P6.p hermaphrodite, P6.pa, P6.paa, P6.pap, P6.pp, P6.ppa, P6.ppp, pharynx, Psub1, Psub2, Psub3, vm1, vulE, vulF, vulva, vulval cell"	"germ line, germline precursor cell, head mesodermal cell"	No
WBGene00000171	aqp-3	protein_coding_gene	"excretory cell, intestine, vas deferens"	male	No
WBGene00000275	bub-1	protein_coding_gene	"AB, seam cell"	"germ line, head mesodermal cell"	No
WBGene00000382	cdc-6	protein_coding_gene	seam cell	"germ line, intestine, somatic gonad precursor"	No
WBGene00000428	ceh-1	protein_coding_gene	seam cell	"gon_male_dtc anterior, gon_male_dtc posterior, hermaphrodite-specific anatomical entity, Z1.p, Z4.a"	No
WBGene00000433	ceh-8	protein_coding_gene	"Z1, Z4"	"gon_male_dtc anterior, gon_male_dtc posterior, ventral nerve cord, Z1, Z1.p, Z4, Z4.a"	No
WBGene00000469	ces-2	protein_coding_gene	"excretory duct cell, R1AL, R1AR, R1BL, R1BR, R1stL, R1stR, R2AL, R2AR, R2BL, R2BR, R2stL, R2stR, R3AL, R3AR, R3BL, R3BR, R3stL, R3stR, R4AL, R4AR, R4BL, R4BR, R4stL, R4stR, R5AL, R5AR, R5BL, R5BR, R5stL, R5stR, R6AL, R6AR, R6BL, R6BR, R6stL, R6stR, R7AL, R7AR, R7BL, R7BR, R7stL, R7stR, R8AL, R8AR, R8BL, R8BR, R8stL, R8stR, R9AL, R9AR, R9BL, R9BR, R9stL, R9stR"	"gon_male_dtc anterior, gon_male_dtc posterior, hypodermis, pharynx, ray, Z1.p, Z4.a"	No
WBGene00000493	che-14	protein_coding_gene	"epithelial cell, excretory system, hypodermis, rectum, seam cell, vulva"	"gon_male_dtc anterior, gon_male_dtc posterior, somatic gonad precursor, Z1, Z1.p, Z4, Z4.a"	No
WBGene00000497	chs-2	protein_coding_gene	"G1, G2, metacorpus, pharynx, pm3, pm4, procorpus, terminal bulb"	pharynx	No
WBGene00000513	ckb-3	protein_coding_gene	"pm6, somatic gonad, Z1, Z4"	"germ line, gon_male_dtc anterior, gon_male_dtc posterior, somatic gonad precursor, Z1, Z1.p, Z4, Z4.a"	No
WBGene00000523	clc-2	protein_coding_gene	"hypodermis, seam cell"	"amphid sheath cell, gon_male_dtc anterior, gon_male_dtc posterior, somatic gonad precursor, Z1.p, Z4.a"	No
WBGene00000536	clk-1	protein_coding_gene	Cell	"germ line, germline precursor cell, intestine, muscle cell"	No
WBGene00000546	clp-6	protein_coding_gene	hypodermis	"amphid sheath cell, male"	No
WBGene00000596	col-7	protein_coding_gene	seam cell	hypodermis	No
WBGene00000608	col-19	protein_coding_gene	"cuticle, hyp7 syncytium, hypodermis, male, seam cell, syncytium, vulva"	"body wall muscle cell, cephalic sheath cell, hypodermis"	No
WBGene00000626	col-49	protein_coding_gene	"hyp7 syncytium, seam cell"	amphid sheath cell	No
WBGene00000647	col-71	protein_coding_gene	"hyp7 syncytium, seam cell"	"amphid sheath cell, gon_male_dtc anterior, gon_male_dtc posterior, somatic gonad precursor, Z1.p, Z4.a"	No
WBGene00000751	col-178	protein_coding_gene	Cell	"cephalic sheath cell, hypodermis, somatic gonad precursor"	No
WBGene00000868	cyb-3	protein_coding_gene	"AB, EMS, germ cell, germ line, male gonad, Psub1, Psub2"	"cephalic sheath cell, germ line, intestine"	No
WBGene00000881	cyn-5	protein_coding_gene	"body wall musculature, intestine, pharynx"	"intestine, somatic gonad precursor"	No
WBGene00000885	cyn-9	protein_coding_gene	hypodermis	"germ line, germline precursor cell, head mesodermal cell"	No
WBGene00000942	deb-1	protein_coding_gene	gonad	"body wall muscle cell, head mesodermal cell, muscle cell"	No
WBGene00000820	csp-2	protein_coding_gene	germ line	male	No
WBGene00000843	cup-2	protein_coding_gene	Cell	"germ line, hypodermis, intestine"	No
WBGene00001078	dpy-19	protein_coding_gene	"body wall musculature, hyp7 syncytium, P1, P10, P11, P12, P2, P3, P4, P5, P6, P7, P8, P9, QL, QR, seam cell, V1L, V1R, V2L, V2R, V3L, V3R, V4L, V4R, V5L, V5R, V6L, V6R"	"germ line, intestine, muscle cell, somatic gonad precursor"	No
WBGene00001154	ech-5	protein_coding_gene	pharynx	germ line	No
WBGene00001311	end-3	protein_coding_gene	"E, E lineage cell, Ea, Ep, intestine"	germ line	No
WBGene00001320	ent-1	protein_coding_gene	"intestine, isthmus, metacorpus, procorpus, terminal bulb"	"germ line, germline precursor cell, somatic gonad precursor"	No
WBGene00001487	frk-1	protein_coding_gene	"body wall musculature, epithelial cell, germ line, hypodermis, intestine, seam cell, sperm, spermatheca, uterus"	male	No
WBGene00001575	gei-18	protein_coding_gene	"anterior hypodermis, pharynx"	"amphid sheath cell, head mesodermal cell"	No
WBGene00001639	gly-14	protein_coding_gene	"int1DL, int1DR, int1VL, int1VR, intestine"	"germ line, germline precursor cell, head mesodermal cell"	No
WBGene00001707	grh-1	protein_coding_gene	hypodermis	intestine	No
WBGene00001718	grl-9	protein_coding_gene	terminal bulb	intestine	No
WBGene00001724	grl-15	protein_coding_gene	"hypodermis, reproductive system, vulB1, vulB2, vulC, vulD, vulE, vulva"	"germline precursor cell, hypodermis"	No
WBGene00001733	grl-24	protein_coding_gene	"body wall musculature, intestine"	hypodermis	No
WBGene00001750	gst-2	protein_coding_gene	head	"body wall muscle cell, intestine, muscle cell"	No
WBGene00001829	hcp-1	protein_coding_gene	"AB, head, Psub1"	"germ line, head mesodermal cell"	No
WBGene00001857	hil-6	protein_coding_gene	Cell	"CEPshDL, CEPshDR, CEPshVL, CEPshVR, gon_male_dtc anterior, gon_male_dtc posterior, Z1.p, Z4.a"	No
WBGene00001918	his-44	protein_coding_gene	"hypodermis, intestine, seam cell"	somatic gonad precursor	No
WBGene00001951	hlh-4	protein_coding_gene	"ABalppppaav, ABpraaapaav, ADLL, ADLR"	ray	No
WBGene00001960	hlh-16	protein_coding_gene	"ABplpapaaa, ABplpapaap, ABprpapaaa, ABprpapaap, AIYL, AIYR, SIADL, SIADR, SIBVL, SIBVR, SMDDL, SMDDR"	germ line	No
WBGene00002023	hsp-25	protein_coding_gene	"body wall musculature, gonad, pharynx, spermatheca"	"CEPshDL, CEPshDR, CEPshVL, CEPshVR, intestine, muscle cell"	No
WBGene00002081	ina-1	protein_coding_gene	"ABplaapppp, anchor cell, Cell, distal tip cell, embryonic cell, male-specific anatomical entity, pharynx, spermatheca, spermathecal-uterine junction, ut1, ut2, ut2 anterior, ut3 anterior, ut3 posterior, ut4, vulE"	"CEPshDL, CEPshDR, CEPshVL, CEPshVR, coelomocyte, somatic gonad precursor"	No
WBGene00002114	ins-31	protein_coding_gene	"coelomocyte, male gonad, seminal vesicle"	"germ line, male, male-specific anatomical entity"	No
WBGene00002143	inx-21	protein_coding_gene	"body wall musculature, germ cell, gonad, intestine, sperm, spermatocyte, Z1, Z2, Z3, Z4"	"germ line, germline precursor cell"	No
WBGene00002147	ire-1	protein_coding_gene	Cell	"CEPshDL, CEPshDR, CEPshVL, CEPshVR, germ line, germline precursor cell"	No
WBGene00002152	iars-1	protein_coding_gene	"body wall musculature, hypodermis, pharynx, ventral nerve cord"	"germ line, somatic gonad precursor"	No
WBGene00002212	kin-31	pseudogene	body wall musculature	"germ line, male, somatic gonad precursor"	No
WBGene00002252	lat-2	protein_coding_gene	"excretory cell, pharynx"	somatic gonad precursor	No
WBGene00002891	let-767	protein_coding_gene	"hypodermis, intestine, pharynx"	germ line	No
WBGene00003031	lin-46	protein_coding_gene	"hypodermis, seam cell"	"gon_male_dtc anterior, gon_male_dtc posterior, somatic gonad precursor, Z1, Z1.p, Z4, Z4.a"	No
WBGene00003037	lin-54	protein_coding_gene	"Cell, pharynx, vulva"	"germ line, intestine"	No
WBGene00003038	lin-56	protein_coding_gene	somatic cell	"body wall muscle cell, body wall musculature, germ line, germline precursor cell, intestine"	No
WBGene00003159	mcm-7	protein_coding_gene	"body region, body wall musculature, head, intestine, pharynx, tail"	"germ line, head mesodermal cell, hermaphrodite-specific anatomical entity, intestine"	No
WBGene00003252	mig-21	protein_coding_gene	"body wall musculature, QL, QR"	"gon_male_dtc anterior, gon_male_dtc posterior, Z1.p, Z4.a"	No
WBGene00003376	mls-1	protein_coding_gene	"anal depressor muscle, M.vlpaaapa, M.vlpaapap, M.vrpaaapa, M.vrpaapap, mu_int_L, mu_int_R, uterine muscle, vulva"	head mesodermal cell	No
WBGene00003384	moc-1	protein_coding_gene	"anterior distal tip cell, body wall musculature, intestine, Pharyngeal gland cell, posterior distal tip cell, reproductive system, spermatheca, tail, uterus, vulval muscle"	"arcade cell, germ line, head mesodermal cell, pharyngeal-intestinal valve cell"	No
WBGene00003389	mog-1	protein_coding_gene	Cell	germ line	No
WBGene00003415	mars-1	protein_coding_gene	body wall musculature	"EMS, germ line, intestine, somatic gonad precursor"	No
WBGene00003445	msp-52	pseudogene	"hermaphrodite gonad, male gonad, oocyte, sperm, spermatheca, uterus"	muscle cell	No
WBGene00003452	msp-59	protein_coding_gene	"hermaphrodite gonad, male gonad, oocyte, sperm, spermatheca, uterus"	"amphid sheath cell, male-specific anatomical entity"	No
WBGene00003456	msp-63	protein_coding_gene	"hermaphrodite gonad, male gonad, oocyte, sperm, spermatheca, uterus"	amphid sheath cell	No
WBGene00003457	msp-64	protein_coding_gene	"hermaphrodite gonad, male gonad, oocyte, sperm, spermatheca, uterus"	"amphid sheath cell, hypodermis, male, male-specific anatomical entity"	No
WBGene00003460	msp-71	pseudogene	"hermaphrodite gonad, male gonad, oocyte, sperm, spermatheca, uterus"	male	No
WBGene00003462	msp-74	protein_coding_gene	"hermaphrodite gonad, male gonad, oocyte, sperm, spermatheca, uterus"	"amphid sheath cell, male, male-specific anatomical entity, seam cell"	No
WBGene00003463	msp-76	protein_coding_gene	"hermaphrodite gonad, male gonad, oocyte, sperm, spermatheca, uterus"	"amphid sheath cell, male, male-specific anatomical entity"	No
WBGene00003464	msp-77	protein_coding_gene	"hermaphrodite gonad, male gonad, oocyte, sperm, spermatheca, uterus"	"amphid sheath cell, germ line, male, male-specific anatomical entity"	No
WBGene00003465	msp-78	protein_coding_gene	"hermaphrodite gonad, male gonad, oocyte, sperm, spermatheca, uterus"	"amphid sheath cell, germ line, male-specific anatomical entity"	No
WBGene00003469	msp-142	protein_coding_gene	"hermaphrodite gonad, male gonad, oocyte, sperm, spermatheca, uterus"	"amphid sheath cell, male"	No
WBGene00003470	msp-152	protein_coding_gene	"hermaphrodite gonad, male gonad, oocyte, sperm, spermatheca, uterus"	"amphid sheath cell, male, male-specific anatomical entity"	No
WBGene00003477	mtm-5	protein_coding_gene	"body wall musculature, intestine, pharynx"	"body wall musculature, intestine, muscle cell, pharynx"	No
WBGene00003522	nas-3	protein_coding_gene	"hyp1, ILsoDL, ILsoDR, ILsoL, ILsoR, ILsoVL, ILsoVR, intestine, PDEL, PDER, pm3, pm4, pm5, seam cell"	male-specific anatomical entity	No
WBGene00003538	nas-19	protein_coding_gene	"intestine, marginal cell, pharyngeal muscle cell, pharynx, rectal gland cell, reproductive system, spermatheca, vulva"	"male, male-specific anatomical entity"	No
WBGene00003551	nas-33	protein_coding_gene	"hyp10, hyp11, hyp12, hyp8, hyp9, intestine"	excretory cell	No
WBGene00003675	nhr-85	protein_coding_gene	"excretory duct cell, hypodermis, rectal epithelium, vulva"	somatic gonad precursor	No
WBGene00003676	nhr-86	protein_coding_gene	"hypodermis, pharynx"	"intestine, somatic gonad precursor"	No
WBGene00003679	nhr-89	protein_coding_gene	seam cell	intestine	No
WBGene00003707	nhr-117	protein_coding_gene	"hypodermis, intestine, pharyngeal-intestinal valve, rectal muscle, terminal bulb"	"CEPshDL, CEPshDR, CEPshVL, CEPshVR, intestine"	No
WBGene00003709	nhr-119	protein_coding_gene	"hypodermis, intestine"	"body wall musculature, somatic gonad precursor"	No
WBGene00003719	nhr-129	protein_coding_gene	"pharynx, seam cell"	"intestine, somatic gonad precursor"	No
WBGene00003722	nhr-132	protein_coding_gene	"excretory cell, vulva"	"coelomocyte, intestine, somatic gonad precursor"	No
WBGene00003731	nhx-3	protein_coding_gene	"excretory pore, hyp7 syncytium, hypodermis, socket cell, spermathecal-uterine junction, ut1"	hypodermis	No
WBGene00003764	nlp-26	protein_coding_gene	hypodermis	"hypodermis, intestine"	No
WBGene00003813	nrf-6	protein_coding_gene	"hyp1, hyp10, hyp11, hyp12, hyp2, hyp3, hyp4, hyp5, hyp6, hyp7 syncytium, hyp8, hyp9, intestine"	"gon_male_dtc anterior, gon_male_dtc posterior, intestine, somatic gonad precursor, Z1, Z1.p, Z4, Z4.a"	No
WBGene00003868	ooc-3	protein_coding_gene	P0	"germ line, intestine"	No
WBGene00003877	pept-1	protein_coding_gene	intestine	"head mesodermal cell, intestine"	No
WBGene00003912	pal-1	protein_coding_gene	"AB, ABa, ABp, ABplpappp, ABplpapppa, ABplpapppp, ABplppppp, ABplpppppa, ABplpppppp, ABplppppppp, ABprppppp, ABprpppppa, ABprpppppaa, ABprpppppp, ABprppppppp, anal depressor muscle, C, Ca, Caa, Caaa, Caaaa, Caaaaa, Caaaap, Caaap, Caaapa, Caaapp, Caap, Caapa, Caapp, Caappd, Cap, Capa, Capaa, Capap, Capp, Cappa, Cappaa, Cappap, Cappp, Capppa, Capppp, Cp, Cpa, Cpaa, Cpaaa, Cpaaaa, Cpaaap, Cpaap, Cpaapa, Cpaapp, Cpap, Cpapa, Cpapaa, Cpapap, Cpapp, Cpappd, Cpp, Cppa, Cppaa, Cppap, Cppp, Cpppa, Cpppaa, Cpppap, Cpppp, Cppppa, Cppppp, D, Da, Daa, Daaa, Daap, Dap, Dapa, Dapp, Dp, Dpa, Dpaa, Dpap, Dpp, Dppa, Dppp, E, Ea, EMS, Ep, gonad, intestine, K cell, K' cell, M cell, MS, MSa, MSp, mu_int_L, mu_int_R, oocyte, P0, P10, P11, P12, P8, P9, Psub1, Psub2, Psub3, Psub4, spike precursor left, spike precursor right"	"germ line, head mesodermal cell"	No
WBGene00003918	par-3	protein_coding_gene	"AB, ABa, ABp, EMS, excretory canal, excretory cell, gonadal sheath cell, P0, Psub1, spermatheca, uterus, vulA, vulB1, vulB2, vulC, vulD, vulE, vulF"	"AB, germ line, head mesodermal cell"	No
WBGene00003919	par-4	protein_coding_gene	"Cell, gonad"	hypodermis	No
WBGene00003937	pax-1	protein_coding_gene	"e2, epithelial cell, marginal cell, mc1, mc2, mc3, pharyngeal cell, pm8, vpi1"	pharynx	No
WBGene00003983	pes-10	protein_coding_gene	"ABa, ABp, EMS"	"hypodermis, pharyngeal muscle cell"	No
WBGene00003994	pgl-3	protein_coding_gene	"germ line, Psub1"	"germ line, germline precursor cell, head mesodermal cell, Psub1"	No
WBGene00004008	pgp-14	protein_coding_gene	pharynx	"arcade cell, pharyngeal muscle cell, pharyngeal-intestinal valve cell"	No
WBGene00004028	pif-1	protein_coding_gene	intestine	"CEPshDL, CEPshDR, CEPshVL, CEPshVR, germ line, gon_male_dtc anterior, gon_male_dtc posterior, head mesodermal cell, hypodermis, Z1.p, Z4.a"	No
WBGene00004034	pkc-3	protein_coding_gene	"anal depressor muscle, anal sphincter muscle, anterior hypodermis, D, hypodermal cell, intestinal cell, muscle cell, pharyngeal cell, pharyngeal-intestinal valve, Psub4, spermathecal cell, tail hypodermis, vulva"	germ line	No
WBGene00004155	pqn-73	protein_coding_gene	arcade cell	"pharynx, Z1, Z4"	No
WBGene00004201	prx-19	protein_coding_gene	pharynx	"body wall muscle cell, germ line, germline precursor cell, intestine"	No
WBGene00004222	ptr-8	protein_coding_gene	"hypodermis, rectum"	"gon_male_dtc anterior, gon_male_dtc posterior, somatic gonad precursor, Z1.p, Z4.a"	No
WBGene00004334	ref-1	protein_coding_gene	"ABalpa, ABalpp, ABaraa, ABaraaa, ABaraaaa, ABaraaaaa, ABaraaaap, ABaraaap, ABaraaapa, ABaraaapp, ABaraap, ABaraapa, ABaraapaa, ABaraapap, ABaraapp, ABaraappa, ABaraappp, ABarap, ABarpa, ABarpp, ABpla, ABplp, ABplpa, ABplpp, ABpra, ABprp, ABprpa, ABprpp, E lineage cell, e2V, Ea, embryonic cell, Ep, hypodermis, intestine, mc3V, MSa, MSp, pharyngeal cell, pharyngeal-intestinal valve, pm8, seam cell"	"germ line, hypodermis"	No
WBGene00004416	rpl-5	protein_coding_gene	"hyp7 syncytium, int1DL, int1DR, int1VL, int1VR, int2D, int2V, int3D embryonic, int3V embryonic, int4D embryonic, int4V embryonic, int5L embryonic, int5R embryonic, int6L embryonic, int6R embryonic, int7L embryonic, int7R embryonic, int8L embryonic, int8R embryonic, int9L embryonic, int9R embryonic, intestine, pharyngeal cell"	"germ line, somatic gonad precursor"	No
WBGene00004459	rpn-2	protein_coding_gene	intestine	"CEPshDL, CEPshDR, CEPshVL, CEPshVR, germ line, muscle cell"	No
WBGene00004465	rpn-9	protein_coding_gene	"intestine, rectal gland cell"	"germ line, germline precursor cell, somatic gonad precursor"	No
WBGene00004753	sec-8	protein_coding_gene	"embryonic cell, excretory canal, hypodermis"	"body wall musculature, coelomocyte, germ line, intestine"	No
WBGene00004759	sel-1	protein_coding_gene	"intestine, P3.p hermaphrodite, P4.p hermaphrodite, P5.p hermaphrodite, P6.p hermaphrodite, P7.p hermaphrodite, P8.p hermaphrodite"	"germ line, germline precursor cell"	No
WBGene00004783	seu-1	protein_coding_gene	"anterior distal tip cell, body wall musculature, hypodermis, intestine, pharynx, posterior distal tip cell, spermatheca, ventral nerve cord"	germ line	No
WBGene00004787	sft-1	protein_coding_gene	body wall musculature	"germ line, hypodermis, intestine, somatic gonad precursor"	No
WBGene00004816	skr-10	protein_coding_gene	intestine	"hypodermis, pharyngeal muscle cell"	No
WBGene00004896	smu-2	protein_coding_gene	Cell	"body wall muscle cell, excretory cell, germ line"	No
WBGene00004909	snf-10	protein_coding_gene	"germ line, secondary spermatocyte, sperm, spermatid, spermatocyte"	"amphid sheath cell, male"	No
WBGene00004931	sod-2	protein_coding_gene	"head, tail"	"germ line, somatic gonad precursor"	No
WBGene00004999	spp-14	protein_coding_gene	male	"head mesodermal cell, intestine, pharyngeal muscle cell"	No
